id, name,calories,protein, fat,carbs,vit_a,vit_d,vit_e,vit_b1,vit_b2,vit_c,salt
0192,とうもろこし　コーンミール　白色種,375.00,8.30,4.00,72.40,0.00,0.00,1.10,0.15,0.08,0.00,0.00
0193,とうもろこし　コーングリッツ　黄色種,352.00,8.20,1.00,76.40,15.00,0.00,0.20,0.06,0.05,0.00,0.00
0194,とうもろこし　コーングリッツ　白色種,352.00,8.20,1.00,76.40,0.00,0.00,0.20,0.06,0.05,0.00,0.00
0195,とうもろこし　コーンフラワー　黄色種,347.00,6.60,2.80,76.10,11.00,0.00,0.20,0.14,0.06,0.00,0.00
0196,とうもろこし　コーンフラワー　白色種,347.00,6.60,2.80,76.10,0.00,0.00,0.20,0.14,0.06,0.00,0.00
0197,とうもろこし　ジャイアントコーン　フライ　味付け,409.00,5.70,11.80,76.60,0.00,0.00,1.40,0.08,0.02,0.00,1.10
0198,とうもろこし　ポップコーン,472.00,10.20,22.80,59.60,15.00,0.00,3.00,0.13,0.08,0.00,1.40
0199,とうもろこし　コーンフレーク,380.00,7.80,1.70,83.60,10.00,0.00,0.30,0.03,0.02,0.00,2.10
0200,はとむぎ　精白粒,353.00,13.30,1.30,72.20,0.00,0.00,0.00,0.02,0.05,0.00,0.00
0201,ひえ　精白粒,361.00,9.40,3.30,73.20,0.00,0.00,0.10,0.25,0.02,0.00,0.00
0202,もろこし　玄穀,344.00,10.30,4.70,71.10,0.00,0.00,0.50,0.35,0.10,0.00,0.00
0203,もろこし　精白粒,348.00,9.50,2.60,74.10,0.00,0.00,0.20,0.10,0.03,0.00,0.00
0204,ライむぎ　全粒粉,317.00,12.70,2.70,70.70,0.00,0.00,1.00,0.47,0.20,0.00,0.00
0205,ライむぎ　ライ麦粉,324.00,8.50,1.60,75.80,0.00,0.00,0.70,0.15,0.07,0.00,0.00
0206,＜いも類＞　アメリカほどいも　塊根　生,146.00,5.90,0.60,35.60,0.00,0.00,0.80,0.12,0.03,15.00,0.00
0207,＜いも類＞　アメリカほどいも　塊根　ゆで,144.00,6.00,0.80,34.50,0.00,0.00,0.90,0.15,0.03,9.00,0.00
0208,＜いも類＞　きくいも　塊茎　生,66.00,1.90,0.40,14.70,0.00,0.00,0.20,0.08,0.04,10.00,0.00
0209,＜いも類＞　きくいも　塊茎　水煮,51.00,1.60,0.50,11.30,0.00,0.00,0.20,0.06,0.03,6.00,0.00
0210,＜いも類＞　こんにゃく　精粉,194.00,3.00,0.10,85.30,0.00,0.00,0.20,0.00,0.00,0.00,0.00
0211,＜いも類＞　こんにゃく　板こんにゃく　精粉こんにゃく,5.00,0.10,0.00,2.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0212,＜いも類＞　こんにゃく　板こんにゃく　生いもこんにゃく,8.00,0.10,0.10,3.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0213,＜いも類＞　こんにゃく　赤こんにゃく,6.00,0.10,0.00,2.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0214,＜いも類＞　こんにゃく　凍みこんにゃく　乾,192.00,3.30,1.40,77.10,0.00,0.00,0.40,0.00,0.00,0.00,0.10
0215,＜いも類＞　こんにゃく　凍みこんにゃく　ゆで,42.00,0.70,0.30,16.80,0.00,0.00,0.10,0.00,0.00,0.00,0.00
0216,＜いも類＞　こんにゃく　しらたき,7.00,0.20,0.00,3.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0217,＜いも類＞　（さつまいも類）　さつまいも　塊根　皮つき　生,127.00,0.90,0.50,33.10,3.00,0.00,1.00,0.10,0.02,25.00,0.10
0218,＜いも類＞　（さつまいも類）　さつまいも　塊根　皮つき　蒸し,129.00,0.90,0.20,33.70,4.00,0.00,1.40,0.10,0.02,20.00,0.10
0219,＜いも類＞　（さつまいも類）　さつまいも　塊根　皮つき　天ぷら,205.00,1.40,6.80,38.40,5.00,0.00,2.60,0.11,0.04,21.00,0.10
0220,＜いも類＞　（さつまいも類）　さつまいも　塊根　皮なし　生,126.00,1.20,0.20,31.90,2.00,0.00,1.50,0.11,0.04,29.00,0.00
0221,＜いも類＞　（さつまいも類）　さつまいも　塊根　皮なし　蒸し,131.00,1.20,0.20,31.90,2.00,0.00,1.50,0.11,0.04,29.00,0.00
0222,＜いも類＞　（さつまいも類）　さつまいも　塊根　皮なし　焼き,151.00,1.40,0.20,39.00,3.00,0.00,1.40,0.13,0.06,13.00,0.00
0223,＜いも類＞　（さつまいも類）　さつまいも　蒸し切干,277.00,3.10,0.60,71.90,0.00,0.00,1.30,0.19,0.08,10.00,0.00
0224,＜いも類＞　（さつまいも類）　むらさきいも　塊根　皮なし　生,123.00,1.20,0.30,31.70,0.00,0.00,1.30,0.12,0.02,29.00,0.10
0225,＜いも類＞　（さつまいも類）　むらさきいも　塊根　皮なし　蒸し,122.00,1.20,0.30,31.40,0.00,0.00,1.90,0.13,0.03,24.00,0.10
0226,＜いも類＞　（さといも類）　さといも　球茎　生,53.00,1.50,0.10,13.10,0.00,0.00,0.60,0.07,0.02,6.00,0.00
0227,＜いも類＞　（さといも類）　さといも　球茎　水煮,52.00,1.50,0.10,13.40,0.00,0.00,0.50,0.06,0.02,5.00,0.00
0228,＜いも類＞　（さといも類）　さといも　球茎　冷凍,56.00,2.20,0.10,16.00,0.00,0.00,0.70,0.07,0.01,5.00,0.00
0229,＜いも類＞　（さといも類）　セレベス　球茎　生,80.00,2.20,0.30,19.80,1.00,0.00,0.60,0.10,0.03,6.00,0.00
0230,＜いも類＞　（さといも類）　セレベス　球茎　水煮,77.00,2.10,0.30,19.10,1.00,0.00,0.60,0.08,0.02,4.00,0.00
0231,＜いも類＞　（さといも類）　たけのこいも　球茎　生,97.00,1.70,0.40,23.50,1.00,0.00,0.80,0.05,0.03,6.00,0.00
0232,＜いも類＞　（さといも類）　たけのこいも　球茎　水煮,86.00,1.60,0.40,21.80,1.00,0.00,0.70,0.05,0.02,4.00,0.00
0233,＜いも類＞　（さといも類）　みずいも　球茎　生,111.00,0.70,0.40,27.60,1.00,0.00,0.60,0.16,0.02,7.00,0.00
0234,＜いも類＞　（さといも類）　みずいも　球茎　水煮,101.00,0.70,0.40,26.10,0.00,0.00,0.60,0.16,0.02,4.00,0.00
0235,＜いも類＞　（さといも類）　やつがしら　球茎　生,94.00,3.00,0.70,20.50,1.00,0.00,1.00,0.13,0.06,7.00,0.00
0236,＜いも類＞　（さといも類）　やつがしら　球茎　水煮,92.00,2.70,0.60,20.00,0.00,0.00,1.10,0.11,0.04,5.00,0.00
0237,＜いも類＞　じゃがいも　塊茎　皮つき　生,51.00,1.80,0.10,15.90,0.00,0.00,0.00,0.08,0.03,28.00,0.00
0238,＜いも類＞　じゃがいも　塊茎　皮つき　電子レンジ調理,78.00,2.10,0.20,19.20,1.00,0.00,0.10,0.07,0.02,13.00,0.00
0239,＜いも類＞　じゃがいも　塊茎　皮つき　フライドポテト　（生を揚げたもの）,153.00,2.70,5.60,25.40,1.00,0.00,1.10,0.09,0.03,16.00,0.00
0240,＜いも類＞　じゃがいも　塊茎　皮なし　生,59.00,1.80,0.10,17.30,0.00,0.00,0.00,0.09,0.03,28.00,0.00
0241,＜いも類＞　じゃがいも　塊茎　皮なし　水煮,71.00,1.70,0.10,16.90,0.00,0.00,0.10,0.07,0.03,18.00,0.00
0242,＜いも類＞　じゃがいも　塊茎　皮なし　蒸し,76.00,1.90,0.30,18.10,0.00,0.00,0.10,0.08,0.03,11.00,0.00
0243,＜いも類＞　じゃがいも　塊茎　皮なし　電子レンジ調理,78.00,1.90,0.10,19.00,0.00,0.00,0.00,0.09,0.03,23.00,0.00
0244,＜いも類＞　じゃがいも　塊茎　皮なし　フライドポテト　（生を揚げたもの）,159.00,2.70,5.90,26.20,1.00,0.00,1.20,0.10,0.02,16.00,0.00
0245,＜いも類＞　じゃがいも　塊茎　皮なし　フライドポテト　（市販冷凍食品を揚げたもの）,229.00,2.90,10.60,32.40,0.00,0.00,1.50,0.12,0.06,40.00,0.00
0246,＜いも類＞　じゃがいも　乾燥マッシュポテト,347.00,6.60,0.60,82.80,0.00,0.00,0.20,0.25,0.05,5.00,0.20
0247,＜いも類＞　ヤーコン　塊根　生,52.00,0.60,0.30,12.40,2.00,0.00,0.20,0.04,0.01,3.00,0.00
0248,＜いも類＞　ヤーコン　塊根　水煮,42.00,0.60,0.30,9.90,2.00,0.00,0.20,0.03,0.01,2.00,0.00
0249,＜いも類＞　（やまのいも類）　ながいも　いちょういも　塊根　生,108.00,4.50,0.50,22.60,0.00,0.00,0.30,0.15,0.05,7.00,0.00
0250,＜いも類＞　（やまのいも類）　ながいも　ながいも　塊根　生,64.00,2.20,0.30,13.90,0.00,0.00,0.20,0.10,0.02,6.00,0.00
0251,＜いも類＞　（やまのいも類）　ながいも　ながいも　塊根　水煮,58.00,2.00,0.30,12.60,0.00,0.00,0.20,0.08,0.02,4.00,0.00
0252,＜いも類＞　（やまのいも類）　ながいも　やまといも　塊根　生,119.00,4.50,0.20,27.10,1.00,0.00,0.20,0.13,0.02,5.00,0.00
0253,＜いも類＞　（やまのいも類）　じねんじょ　塊根　生,118.00,2.80,0.70,26.70,0.00,0.00,4.10,0.11,0.04,15.00,0.00
0254,＜いも類＞　（やまのいも類）　だいじょ　塊根　生,102.00,2.60,0.10,25.00,0.00,0.00,0.40,0.10,0.02,17.00,0.10
0255,＜でん粉・でん粉製品＞　（でん粉類）　おおうばゆりでん粉,327.00,0.10,0.10,83.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0256,＜でん粉・でん粉製品＞　（でん粉類）　キャッサバでん粉,354.00,0.10,0.20,85.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0257,＜でん粉・でん粉製品＞　（でん粉類）　くずでん粉,356.00,0.20,0.20,85.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0258,＜でん粉・でん粉製品＞　（でん粉類）　米でん粉,375.00,0.20,0.70,89.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0259,＜でん粉・でん粉製品＞　（でん粉類）　小麦でん粉,360.00,0.20,0.50,86.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0260,＜でん粉・でん粉製品＞　（でん粉類）　サゴでん粉,357.00,0.10,0.20,86.10,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0261,＜でん粉・でん粉製品＞　（でん粉類）　さつまいもでん粉,340.00,0.10,0.20,82.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0262,＜でん粉・でん粉製品＞　（でん粉類）　じゃがいもでん粉,338.00,0.10,0.10,81.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0263,＜でん粉・でん粉製品＞　（でん粉類）　とうもろこしでん粉,363.00,0.10,0.70,86.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0264,＜でん粉・でん粉製品＞　（でん粉製品）　くずきり　乾,341.00,0.20,0.20,87.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0265,＜でん粉・でん粉製品＞　（でん粉製品）　くずきり　ゆで,133.00,0.10,0.10,33.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0266,＜でん粉・でん粉製品＞　（でん粉製品）　ごま豆腐,75.00,1.50,4.30,9.10,0.00,0.00,0.00,0.10,0.01,0.00,0.00
0267,＜でん粉・でん粉製品＞　（でん粉製品）　タピオカパール　乾,352.00,0.00,0.20,87.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0268,＜でん粉・でん粉製品＞　（でん粉製品）　タピオカパール　ゆで,61.00,0.00,0.00,15.40,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0269,＜でん粉・でん粉製品＞　（でん粉製品）　でん粉めん　生,129.00,0.10,0.20,32.20,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0270,＜でん粉・でん粉製品＞　（でん粉製品）　でん粉めん　乾,347.00,0.20,0.30,86.70,0.00,0.00,0.00,0.00,0.00,0.00,0.10
0271,＜でん粉・でん粉製品＞　（でん粉製品）　でん粉めん　乾　ゆで,83.00,0.00,0.20,20.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0272,＜でん粉・でん粉製品＞　（でん粉製品）　はるさめ　緑豆はるさめ　乾,344.00,0.20,0.40,87.50,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0273,＜でん粉・でん粉製品＞　（でん粉製品）　はるさめ　緑豆はるさめ　ゆで,78.00,0.00,0.10,20.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0274,＜でん粉・でん粉製品＞　（でん粉製品）　はるさめ　普通はるさめ　乾,346.00,0.00,0.20,86.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0275,＜でん粉・でん粉製品＞　（でん粉製品）　はるさめ　普通はるさめ　ゆで,76.00,0.00,0.00,19.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0276,（砂糖類）　黒砂糖,352.00,1.70,0.00,90.30,1.00,0.00,0.00,0.05,0.07,0.00,0.10
0277,（砂糖類）　てんさい含蜜糖,357.00,0.90,0.00,96.90,0.00,0.00,0.00,0.00,0.00,0.00,0.10
0278,（砂糖類）　和三盆糖,393.00,0.20,0.00,99.00,0.00,0.00,0.00,0.01,0.03,0.00,0.00
0279,（砂糖類）　車糖　上白糖,391.00,0.00,0.00,99.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0280,（砂糖類）　車糖　三温糖,390.00,0.00,0.00,99.00,0.00,0.00,0.00,0.00,0.01,0.00,0.00
0281,（砂糖類）　ざらめ糖　グラニュー糖,394.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0282,（砂糖類）　ざらめ糖　白ざら糖,393.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0283,（砂糖類）　ざらめ糖　中ざら糖,393.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0284,（砂糖類）　加工糖　角砂糖,394.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0285,（砂糖類）　加工糖　氷砂糖,394.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0286,（砂糖類）　加工糖　コーヒーシュガー,394.00,0.10,0.00,99.80,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0287,（砂糖類）　加工糖　粉糖,393.00,0.00,0.00,99.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0288,（砂糖類）　液糖　しょ糖型液糖,267.00,0.00,0.00,67.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0289,（砂糖類）　液糖　転化型液糖,294.00,0.00,0.00,76.60,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0290,（砂糖類）　氷糖みつ,274.00,0.20,0.00,68.20,0.00,0.00,0.00,0.01,0.02,0.00,0.00
0291,（でん粉糖類）　還元麦芽糖,208.00,0.00,0.00,100.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0292,（でん粉糖類）　還元水あめ,210.00,0.00,0.00,69.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0293,（でん粉糖類）　粉あめ,397.00,0.00,0.00,97.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0294,（でん粉糖類）　水あめ　酵素糖化,342.00,0.00,0.00,85.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0295,（でん粉糖類）　水あめ　酸糖化,341.00,0.00,0.00,85.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0296,（でん粉糖類）　ぶどう糖　全糖,342.00,0.00,0.00,91.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0297,（でん粉糖類）　ぶどう糖　含水結晶,342.00,0.00,0.00,91.30,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0298,（でん粉糖類）　ぶどう糖　無水結晶,374.00,0.00,0.00,99.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0299,（でん粉糖類）　果糖,375.00,0.00,0.00,99.90,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0300,（でん粉糖類）　異性化液糖　ぶどう糖果糖液糖,283.00,0.00,0.00,75.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0301,（でん粉糖類）　異性化液糖　果糖ぶどう糖液糖,283.00,0.00,0.00,75.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0302,（でん粉糖類）　異性化液糖　高果糖液糖,282.00,0.00,0.00,75.00,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0303,（その他）　黒蜜,199.00,1.00,0.00,50.50,0.00,0.00,0.00,0.03,0.04,0.00,0.00
0304,（その他）　はちみつ,329.00,0.30,0.00,81.90,0.00,0.00,0.00,0.00,0.01,0.00,0.00
030401,（その他）　はちみつ　国産品　,328.00,0.10,0.00,81.70,0.00,0.00,0.00,0.00,0.00,0.00,0.00
0305,（その他）　メープルシロップ,266.00,0.10,0.00,66.30,0.00,0.00,0.00,0.00,0.02,0.00,0.00
0306,あずき　全粒　乾,304.00,20.80,2.00,59.60,1.00,0.00,0.10,0.46,0.16,2.00,0.00
0307,あずき　全粒　ゆで,124.00,8.60,0.80,25.60,0.00,0.00,0.10,0.15,0.04,0.00,0.00
0308,あずき　ゆで小豆缶詰,202.00,4.40,0.40,49.20,0.00,0.00,0.00,0.02,0.04,0.00,0.20
0309,あずき　あん　こし生あん,147.00,9.80,0.60,27.10,0.00,0.00,0.00,0.02,0.05,0.00,0.00
0310,あずき　あん　さらしあん　（乾燥あん）,335.00,23.50,1.00,66.80,0.00,0.00,0.10,0.01,0.03,0.00,0.00
0311,あずき　あん　こし練りあん　（並あん）,255.00,5.60,0.30,58.80,0.00,0.00,0.00,0.01,0.03,0.00,0.00
0312,あずき　あん　こし練りあん　（中割りあん）,262.00,5.10,0.30,61.10,0.00,0.00,0.00,0.01,0.03,0.00,0.00
0313,あずき　あん　こし練りあん　（もなかあん）,292.00,5.10,0.30,68.60,0.00,0.00,0.00,0.01,0.03,0.00,0.00
031301,あずき　あん　つぶし生あん,115.00,8.60,0.50,24.50,0.00,0.00,0.10,0.04,0.02,0.00,0.00
0314,あずき　あん　つぶし練りあん,239.00,5.60,0.60,54.00,0.00,0.00,0.10,0.02,0.03,0.00,0.10
0315,いんげんまめ　全粒　乾,280.00,22.10,2.50,56.40,0.00,0.00,0.10,0.64,0.16,0.00,0.00
0316,いんげんまめ　全粒　ゆで,127.00,9.30,1.20,24.50,0.00,0.00,0.00,0.22,0.07,0.00,0.00
0317,いんげんまめ　うずら豆,214.00,6.70,1.30,49.60,0.00,0.00,0.00,0.03,0.01,0.00,0.30
0318,いんげんまめ　こし生あん,135.00,9.40,0.90,27.00,0.00,0.00,0.00,0.01,0.02,0.00,0.00
0319,いんげんまめ　豆きんとん,238.00,4.90,0.50,56.20,0.00,0.00,0.00,0.01,0.01,0.00,0.30
0320,えんどう　全粒　青えんどう　乾,310.00,21.70,2.30,60.40,8.00,0.00,0.10,0.72,0.15,0.00,0.00
0321,えんどう　全粒　青えんどう　ゆで,129.00,9.20,1.00,25.20,4.00,0.00,0.00,0.27,0.06,0.00,0.00
0322,えんどう　全粒　赤えんどう　乾,310.00,21.70,2.30,60.40,1.00,0.00,0.10,0.72,0.15,0.00,0.00
0323,えんどう　全粒　赤えんどう　ゆで,129.00,9.20,1.00,25.20,1.00,0.00,0.00,0.27,0.06,0.00,0.00
0324,えんどう　グリンピース（揚げ豆）,375.00,20.80,11.60,58.80,2.00,0.00,1.10,0.52,0.16,0.00,0.90
0325,えんどう　塩豆,321.00,23.30,2.40,61.50,6.00,0.00,0.10,0.20,0.10,0.00,1.50
0326,えんどう　うぐいす豆,228.00,5.60,0.70,52.90,0.00,0.00,0.00,0.02,0.01,0.00,0.40
032601,えんどう　うぐいすあん,221.00,5.40,0.80,54.80,2.00,0.00,0.00,0.05,0.02,0.00,0.10
0327,ささげ　全粒　乾,280.00,23.90,2.00,55.00,2.00,0.00,0.00,0.50,0.10,0.00,0.00
0328,ささげ　全粒　ゆで,130.00,10.20,0.90,23.80,1.00,0.00,0.00,0.20,0.05,0.00,0.00
0329,そらまめ　全粒　乾,323.00,26.00,2.00,55.90,0.00,0.00,0.70,0.50,0.20,0.00,0.00
0330,そらまめ　フライビーンズ,436.00,24.70,20.80,46.40,2.00,0.00,3.30,0.10,0.05,0.00,1.80
0331,そらまめ　おたふく豆,237.00,7.90,1.20,52.20,0.00,0.00,0.20,0.01,0.01,0.00,0.40
0332,そらまめ　ふき豆,251.00,9.60,1.60,52.50,0.00,0.00,0.30,0.02,0.01,0.00,0.80
0333,そらまめ　しょうゆ豆,173.00,9.80,0.90,37.10,0.00,0.00,0.40,0.06,0.09,0.00,1.20
0334,だいず　［全粒・全粒製品］　全粒　青大豆　国産　乾,354.00,33.50,19.30,30.10,1.00,0.00,2.30,0.74,0.24,2.00,0.00
0335,だいず　［全粒・全粒製品］　全粒　青大豆　国産　ゆで,145.00,15.00,8.20,9.90,0.00,0.00,1.50,0.13,0.05,0.00,0.00
0336,だいず　［全粒・全粒製品］　全粒　黄大豆　国産　乾,372.00,33.80,19.70,29.50,1.00,0.00,2.30,0.71,0.26,3.00,0.00
0337,だいず　［全粒・全粒製品］　全粒　黄大豆　国産　ゆで,163.00,14.80,9.80,8.40,0.00,0.00,1.60,0.17,0.08,0.00,0.00
0338,だいず　［全粒・全粒製品］　全粒　黄大豆　米国産　乾,402.00,33.00,21.70,28.80,1.00,0.00,1.70,0.88,0.30,0.00,0.00
0339,だいず　［全粒・全粒製品］　全粒　黄大豆　中国産　乾,391.00,32.80,19.50,30.80,1.00,0.00,2.10,0.84,0.30,0.00,0.00
0340,だいず　［全粒・全粒製品］　全粒　黄大豆　ブラジル産　乾,414.00,33.60,22.60,30.70,1.00,0.00,4.80,0.77,0.29,0.00,0.00
0341,だいず　［全粒・全粒製品］　全粒　黒大豆　国産　乾,349.00,33.90,18.80,28.90,2.00,0.00,3.10,0.73,0.23,3.00,0.00
0342,だいず　［全粒・全粒製品］　全粒　黒大豆　国産　ゆで,155.00,14.70,8.60,9.80,1.00,0.00,1.80,0.14,0.05,0.00,0.00
0343,だいず　［全粒・全粒製品］　いり大豆　青大豆,425.00,37.70,20.70,33.90,1.00,0.00,1.30,0.15,0.27,1.00,0.00
0344,だいず　［全粒・全粒製品］　いり大豆　黄大豆,429.00,37.50,21.60,33.30,1.00,0.00,2.20,0.14,0.26,1.00,0.00
0345,だいず　［全粒・全粒製品］　いり大豆　黒大豆,431.00,36.40,22.00,34.30,1.00,0.00,3.10,0.12,0.27,1.00,0.00
0346,だいず　［全粒・全粒製品］　水煮缶詰　黄大豆,124.00,12.90,6.70,7.70,0.00,0.00,0.50,0.01,0.02,0.00,0.50
0347,だいず　［全粒・全粒製品］　蒸し大豆　黄大豆,186.00,16.60,9.80,13.80,0.00,0.00,0.80,0.15,0.10,0.00,0.60
0348,だいず　［全粒・全粒製品］　きな粉　青大豆　全粒大豆,424.00,37.00,22.80,29.30,4.00,0.00,2.40,0.29,0.29,1.00,0.00
0349,だいず　［全粒・全粒製品］　きな粉　青大豆　脱皮大豆,418.00,36.60,24.60,28.30,6.00,0.00,7.50,0.48,0.27,0.00,0.00
0350,だいず　［全粒・全粒製品］　きな粉　黄大豆　全粒大豆,451.00,36.70,25.70,28.50,0.00,0.00,1.70,0.07,0.24,1.00,0.00
0351,だいず　［全粒・全粒製品］　きな粉　黄大豆　脱皮大豆,456.00,37.50,25.10,29.50,1.00,0.00,1.90,0.07,0.22,0.00,0.00
0352,だいず　［全粒・全粒製品］　きな粉（砂糖入り）　青きな粉,392.00,18.50,11.40,64.30,2.00,0.00,1.20,0.14,0.14,0.00,0.00
0353,だいず　［全粒・全粒製品］　きな粉（砂糖入り）　きな粉,406.00,18.30,12.90,63.90,0.00,0.00,0.90,0.04,0.12,0.00,0.00
